category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
04_story_title,剧情标题,MomoTalk.10108.566,天黑以后,アフターダーク,,,애프터 다크,,momotalk/10108.yml
04_story_title,剧情标题,MomoTalk.10108.567,研讨会的不眠之夜,セミナーの眠れない夜,,,세미나의 잠 못 이루는 밤,,momotalk/10108.yml
04_story_title,剧情标题,MomoTalk.10109.568,无色,無色,,,무색,,momotalk/10109.yml
04_story_title,剧情标题,MomoTalk.10109.569,无香,無香,,,무취,,momotalk/10109.yml
04_story_title,剧情标题,MomoTalk.10109.570,透明,透明,,,무미,,momotalk/10109.yml
04_story_title,剧情标题,MomoTalk.10109.571,小小的瑕玷,小さなシミ,,,그 위의 작은 얼룩,,momotalk/10109.yml
04_story_title,剧情标题,MomoTalk.10110.572,来自睡美人的邀请,眠り姫からの誘い,,,권력 남용,,momotalk/10110.yml
04_story_title,剧情标题,MomoTalk.10110.573,重复着不习惯的事情,慣れないことを重ねて,,,간호 요청,,momotalk/10110.yml
04_story_title,剧情标题,MomoTalk.10110.574,迈向知己的第一步,語らいの第一歩,,,전용 도서관,,momotalk/10110.yml
04_story_title,剧情标题,MomoTalk.10110.575,怀揣梦想的雏鸟为未来的展翅而歌唱,夢見る雛鳥はいつかの巣立ちに歌を捧ぐ,,,새들이 따르는 소녀,,momotalk/10110.yml
04_story_title,剧情标题,MomoTalk.10111.576,令人震惊地平常,驚くほど普通に,,,놀라운 평범함,,momotalk/10111.yml
04_story_title,剧情标题,MomoTalk.10111.577,悠闲的假日,穏やかな休日,,,느긋한 휴일,,momotalk/10111.yml
04_story_title,剧情标题,MomoTalk.10111.578,和尼禄去游乐园,ネルと遊園地,,,네루와 놀이공원,,momotalk/10111.yml
04_story_title,剧情标题,MomoTalk.10112.579,公交车上,バスの中で,,,버스 안에서,,momotalk/10112.yml
04_story_title,剧情标题,MomoTalk.10112.580,小卖部约会,売店デート,,,매점 데이트,,momotalk/10112.yml
04_story_title,剧情标题,MomoTalk.10112.581,意想不到的相遇,思いがけない出会い,,,우연한 만남,,momotalk/10112.yml
04_story_title,剧情标题,MomoTalk.10112.582,要找的东西是,探し物は,,,잃어버린 핸드폰,,momotalk/10112.yml
04_story_title,剧情标题,MomoTalk.10113.583,兴趣时间（1）,趣味の時間（１）,,,취미 생활 (1),,momotalk/10113.yml
04_story_title,剧情标题,MomoTalk.10113.584,兴趣时间（2）,趣味の時間（２）,,,취미 생활 (2),,momotalk/10113.yml
04_story_title,剧情标题,MomoTalk.10113.585,表层洋流的循环,表層海流の循環,,,표층 해류의 순환,,momotalk/10113.yml
04_story_title,剧情标题,MomoTalk.10114.586,侍者的乐趣,ウェイトレスの楽しさ,,,웨이트리스의 즐거움,,momotalk/10114.yml
04_story_title,剧情标题,MomoTalk.10114.587,侍者的冒险,ウェイトレスの冒険,,,웨이트리스의 모험,,momotalk/10114.yml
04_story_title,剧情标题,MomoTalk.10114.588,侍者的服务,ウェイトレスのサービス,,,웨이트리스의 서비스,,momotalk/10114.yml
04_story_title,剧情标题,MomoTalk.10115.589,,タイミングの特訓,,,특별한 훈련 1,,momotalk/10115.yml
04_story_title,剧情标题,MomoTalk.10115.590,,コントロールの特訓,,,특별한 훈련 2,,momotalk/10115.yml
04_story_title,剧情标题,MomoTalk.10115.591,,野球の面白さ,,,놓칠 수 없는 것,,momotalk/10115.yml
04_story_title,剧情标题,MomoTalk.10115.592,,遺されるもの、受け継がれるもの,,,"남겨진 것, 이어지는 것",,momotalk/10115.yml
04_story_title,剧情标题,MomoTalk.10116.593,,新しいアルバイト,,,새로운 아르바이트,,momotalk/10116.yml
04_story_title,剧情标题,MomoTalk.10116.594,,二人のレッスン,,,두 사람의 레슨,,momotalk/10116.yml
04_story_title,剧情标题,MomoTalk.10116.595,,お礼,,,은혜 갚기,,momotalk/10116.yml
04_story_title,剧情标题,MomoTalk.10117.596,,ガール・イン・ザ・トレイン,,,걸 인 더 트레인,,momotalk/10117.yml
04_story_title,剧情标题,MomoTalk.10117.597,,ガール・オン・ザ・ストリート,,,걸 온 더 스트리트,,momotalk/10117.yml
04_story_title,剧情标题,MomoTalk.10117.598,,ガール・オン・アンド・アドベンチャー,,,걸 온 앤 어드벤처,,momotalk/10117.yml
04_story_title,剧情标题,MomoTalk.10117.599,,ガール・イン・ペイン,,,걸 인 페인,,momotalk/10117.yml
04_story_title,剧情标题,MomoTalk.10117.600,,ガール・オン・ファイアー,,,걸 온 파이어,,momotalk/10117.yml
04_story_title,剧情标题,MomoTalk.10118.601,,意外な同行者,,,의외의 동행,,momotalk/10118.yml
04_story_title,剧情标题,MomoTalk.10118.602,,「可愛い」は意外なところに,,,의외의 귀여움,,momotalk/10118.yml
04_story_title,剧情标题,MomoTalk.10118.603,,意外な場所,,,의외의 장소,,momotalk/10118.yml
04_story_title,剧情标题,MomoTalk.10118.604,,意外な弱点？,,,의외의 수면,,momotalk/10118.yml
04_story_title,剧情标题,MomoTalk.10118.605,,意外な一面？,,,의외의 면모,,momotalk/10118.yml
04_story_title,剧情标题,MomoTalk.10119.606,百花缭乱式射击术,百花繚乱式射撃術,百花繚亂式射擊術,Hyakkaryouran Marksmanship,백화요란식 사격술,ศาสตร์ยิงปืนของเฮียกกะเรียวรัน,momotalk/10119.yml
04_story_title,剧情标题,MomoTalk.10119.607,,気持ちの伝え方,,,마음을 전하는 방법,,momotalk/10119.yml
04_story_title,剧情标题,MomoTalk.10119.608,,辿り着いた夜明け,,,동트기 전의 어둠,,momotalk/10119.yml
04_story_title,剧情标题,MomoTalk.10119.609,,雪女の夏,,,설녀의 여름,,momotalk/10119.yml
04_story_title,剧情标题,MomoTalk.10120.610,,1時間目「特別講義：手段」,,,특별 강의: 스틱,,momotalk/10120.yml
04_story_title,剧情标题,MomoTalk.10120.611,,2時間目「課外授業：芸術」,,,외부 견학: 예술과 팝콘,,momotalk/10120.yml
04_story_title,剧情标题,MomoTalk.10120.612,,3時間目「清掃：招かれざる客」,,,불청객과 환영객,,momotalk/10120.yml
04_story_title,剧情标题,MomoTalk.10120.613,,放課後「鼓動」,,,새벽의 북소리,,momotalk/10120.yml
04_story_title,剧情标题,MomoTalk.10122.614,连自己都不了解的自己,私も知らない私,,,나도 알지 못한 내 모습,,momotalk/10122.yml
04_story_title,剧情标题,MomoTalk.10122.615,课程的后续,授業の続き,,,그때를 이어서,,momotalk/10122.yml
04_story_title,剧情标题,MomoTalk.10122.616,海滩上发光的东西,浜辺に光るもの,,,해변에서 반짝이는 무언가,,momotalk/10122.yml
04_story_title,剧情标题,MomoTalk.10122.617,从蹒跚学步的我开始……,歩み始めた私から……,,,걸음을 내딛기 시작한 나로부터……,,momotalk/10122.yml
04_story_title,剧情标题,MomoTalk.10122.618,致某时某刻的自己,いつかの私へ,,,언젠가의 나에게,,momotalk/10122.yml
04_story_title,剧情标题,MomoTalk.10122.619,已经，没关系了,もう、大丈夫,,,그래도 괜찮아,,momotalk/10122.yml
04_story_title,剧情标题,MomoTalk.13000.620,你就是我的主人吗？（1）,あなたが私のご主人様ですか？（１）,您就是我的主人嗎？（１）,Are You My Master? Part 1,당신이 저의 주인님입니까? 1,คุณคือนายท่านของฉันใช่ไหมคะ? 1,momotalk/13000.yml
04_story_title,剧情标题,MomoTalk.13000.621,你就是我的主人吗？（2）,あなたが私のご主人様ですか？（２）,您就是我的主人嗎？（２）,Are You My Master? Part 2,당신이 저의 주인님입니까? 2,คุณคือนายท่านของฉันใช่ไหมคะ? 2,momotalk/13000.yml
04_story_title,剧情标题,MomoTalk.13000.622,共同走过的时间,共に歩む時間,共同度過的時光,Going Out Together,함께 걷는 시간,ช่วงเวลาที่เดินไปด้วยกัน,momotalk/13000.yml
04_story_title,剧情标题,MomoTalk.13000.623,沉睡森林的女仆,眠れる森のメイド,沉睡森林中的女僕,Sleeping Maid,잠든 숲 속의 메이드,เมดที่หลับใหล,momotalk/13000.yml
04_story_title,剧情标题,MomoTalk.13000.624,早上好，主人,おはようございます、ご主人様,早安，主人,"Good Morning, Master",좋은 아침입니다 주인님.,อรุณสวัสดิ์ค่ะนายท่าน,momotalk/13000.yml
04_story_title,剧情标题,MomoTalk.13000.625,迎接耀眼的午后,輝く午後を迎えて,迎接耀眼的午後,Golden Afternoon,빛나는 오후를 맞이하며,ในช่วงบ่ายที่แดดสดใส,momotalk/13000.yml
04_story_title,剧情标题,MomoTalk.13001.626,云的香气,雲の香り,雲的味道,The Scent of Clouds,구름의 냄새,กลิ่นเมฆ,momotalk/13001.yml
04_story_title,剧情标题,MomoTalk.13001.627,阴阳部的偶像,陰陽部のアイドル,陰陽部的偶像,Superstar of the Yin-Yang Club,음양부의 아이돌,ไอดอลแห่งชมรมหยินหยาง,momotalk/13001.yml
04_story_title,剧情标题,MomoTalk.13001.628,明月夜 作一首俳句 特别的,月夜 作句 特別な,月夜 作句 特別的,Celestial Inspiration,"달밤, 특별한, 하이쿠짓기",เล่นไฮกุกลางแสงจันทร์ที่แสนพิเศษ,momotalk/13001.yml
04_story_title,剧情标题,MomoTalk.13001.629,风起的声音,風が来る音,,,바람이 오는 소리,,momotalk/13001.yml
04_story_title,剧情标题,MomoTalk.13002.630,佼佼者,ペースメーカー,配速員,The Pacesetter,페이스 메이커,ผู้นำ,momotalk/13002.yml
04_story_title,剧情标题,MomoTalk.13002.631,竟然不放大蒜,ニンニク抜きだなんて,竟然沒加大蒜,Garlic-A-Holic,마늘은 포기할 수 없어,ยอมแพ้เจ้ากระเทียมไม่ได้!,momotalk/13002.yml
04_story_title,剧情标题,MomoTalk.13002.632,谢绝入内,出禁,謝絕入場,The Right to Refuse Gluttons,대식가 출입 금지,นักกินจุห้ามเข้า,momotalk/13002.yml
04_story_title,剧情标题,MomoTalk.13002.633,美食家的矜持,美食家の矜持,美食家的尊嚴,Gourmand's Pride,미식가의 긍지,ศักดิ์ศรีของนักชิม,momotalk/13002.yml
04_story_title,剧情标题,MomoTalk.13003.634,错位交流,すれ違いコミュニケーション,溝通錯位,Major Miscommunication,엇나간 커뮤니케이션,การสื่อสารที่ผิดพลาด,momotalk/13003.yml
04_story_title,剧情标题,MomoTalk.13003.635,没注意到的事实,気がつかなかった事実,毫無察覺的事實,Unrealized Truth,깨닫지 못한 사실,ข้อเท็จจริงที่คิดไม่ถึง,momotalk/13003.yml
04_story_title,剧情标题,MomoTalk.13003.636,黄昏时刻,黄昏れの時間,黃昏時刻,Twilight Hour,황혼의 시간,ช่วงเวลาพลบค่ำ,momotalk/13003.yml
04_story_title,剧情标题,MomoTalk.13003.637,感到压力的原因,ストレスの原因,壓力的原因,The Cause of Stress,스트레스의 원인,สาเหตุของความเครียด,momotalk/13003.yml
04_story_title,剧情标题,MomoTalk.13003.638,短暂而奢侈,短いけれど贅沢な,雖短暫但奢侈的,Short but Splendid,짧지만 사치스러운,ช่วงสั้นๆ ที่งดงาม,momotalk/13003.yml
04_story_title,剧情标题,MomoTalk.13004.639,偶然的邂逅,偶然の出会いですね,偶然的相遇呢,A Coincidental Meeting,우연한 만남이에요,การพบกันโดยบังเอิญ,momotalk/13004.yml
04_story_title,剧情标题,MomoTalk.13004.640,清扫的时间,清掃の時間です,清掃的時間,Cleaning Time,청소할 시간이에요,ถึงเวลาทำความสะอาดแล้วค่ะ,momotalk/13004.yml
04_story_title,剧情标题,MomoTalk.13004.641,报答的时间,恩返しの時間です,報恩的時間,Time to Repay,보답할 시간이에요,ถึงเวลาตอบแทน,momotalk/13004.yml
04_story_title,剧情标题,MomoTalk.13004.642,愉快的游戏,ゲームは楽しいです,遊戲很有趣,Games Are Fun,게임은 즐거워요,การเล่นเกมสนุกสุดๆ,momotalk/13004.yml
04_story_title,剧情标题,MomoTalk.13004.643,来变健康吧,健康になりましょう,變得健康吧,In Pursuit of Health,건강해지는 거예요,เราต้องแข็งแรงขึ้น,momotalk/13004.yml
04_story_title,剧情标题,MomoTalk.13004.644,,内緒のノート,,,남몰래 숨긴 노트,,momotalk/13004.yml
04_story_title,剧情标题,MomoTalk.13005.645,突击检查,抜き打ち検査,突擊檢查,Police Interrogation,불심검문,สอบสวนผู้ต้องสงสัย,momotalk/13005.yml
04_story_title,剧情标题,MomoTalk.13005.646,打扫事务所,事務所の掃除,辦公室的清掃,Office Cleaning,사무실 청소,ทำความสะอาดสำนักงาน,momotalk/13005.yml
04_story_title,剧情标题,MomoTalk.13005.647,摇滚精神,ロック・スピリッツ,Rock Spirits,Heavy Metal Spirit,락 스피릿,จิตวิญญาณชาวร็อค,momotalk/13005.yml
04_story_title,剧情标题,MomoTalk.13005.648,雨天的小巷,雨の降る日の路地裏,下雨天的巷弄,Rainy Day Alleyway,비 오는 날의 골목,ตรอกเล็กๆ ในวันที่ฝนตก,momotalk/13005.yml
04_story_title,剧情标题,MomoTalk.13005.649,唱片店,レコード屋,唱片行,Record Store,음반 매장,ร้านขายซีดี,momotalk/13005.yml
04_story_title,剧情标题,MomoTalk.13006.650,小恶魔喜欢玩耍,小悪魔は遊ぶのがお好き,小惡魔就是愛玩,The Party Imp,소악마는 노는 걸 좋아해,ปีศาจน้อยชอบเล่นซุกซน,momotalk/13006.yml
04_story_title,剧情标题,MomoTalk.13006.651,小恶魔不可告人的秘密,人には言えない小悪魔の秘密,小惡魔不可告人的秘密,The Imp's Unspeakable Secret,소악마의 형언할 수 없는 비밀,ความลับที่พูดออกมาไม่ได้ของปีศาจน้อย,momotalk/13006.yml
04_story_title,剧情标题,MomoTalk.13006.652,小恶魔的兴趣,小悪魔の趣味,小惡魔的興趣,The Imp's Hobby,소악마의 취미생활,งานอดิเรกของปีศาจน้อย,momotalk/13006.yml
04_story_title,剧情标题,MomoTalk.13006.653,来自某人的特别委托,誰かからの特別な依頼,來自某人的特別委託,Someone's Special Request,누군가의 특별한 의뢰,คำขอพิเศษของใครบางคน,momotalk/13006.yml
04_story_title,剧情标题,MomoTalk.13007.654,诚实的奖励,誠実さのご褒美,誠實的獎勵,Sincere Rewards,성실함의 보상,รางวัลของความจริงใจ,momotalk/13007.yml
04_story_title,剧情标题,MomoTalk.13007.655,假料理,偽料理,假料理,Fake Food,가짜 음식,อาหารปลอม,momotalk/13007.yml
04_story_title,剧情标题,MomoTalk.13007.656,贫困的美食会,貧困な美食会,貧困的美食會,A Poor Gourmet,빈곤한 미식회,สมาคมนักชิมที่แร้นแค้น,momotalk/13007.yml
04_story_title,剧情标题,MomoTalk.13007.657,肠胃的锻炼,胃の鍛錬,鍛鍊腸胃,Stomach Training,위장 단련,ฝึกความแข็งแกร่งของกระเพาะ,momotalk/13007.yml
04_story_title,剧情标题,MomoTalk.13007.658,不孤独的美食家,孤独じゃないグルメ,不孤獨的美食家,The Not-So-Solitary Gourmet,고독하지 않은 미식가,นักชิมที่ไม่โดดเดี่ยว,momotalk/13007.yml
04_story_title,剧情标题,MomoTalk.13007.659,努力的结晶,努力の結晶,努力的成果,The Results of Hard Work,노력의 결정체,ผลึกแห่งความพยายาม,momotalk/13007.yml
04_story_title,剧情标题,MomoTalk.13008.660,打工的帮手,アルバイトのお手伝い,幫忙打工,Part-Time Job Assistant,아르바이트 보조,ผู้ช่วยพาร์ทไทม์,momotalk/13008.yml
04_story_title,剧情标题,MomoTalk.13008.661,辛苦的夜工,ハードな夜通しバイト,辛苦的通宵打工,Hardcore All-Night Part-Time Job,하드한 밤샘 알바,งานพาร์ทไทม์แสนยากตลอดทั้งคืน,momotalk/13008.yml
04_story_title,剧情标题,MomoTalk.13008.662,公园除草,公園で草むしり,公園除草,Pulling Weeds at the Park,공원 잡초 뽑기,ถอนหญ้าในสวน,momotalk/13008.yml
04_story_title,剧情标题,MomoTalk.13008.663,迟来的醒悟,遅い悟り,遲來的醒悟,A Belated Realization,뒤늦은 깨달음,รู้ตัวเมื่อสาย,momotalk/13008.yml
04_story_title,剧情标题,MomoTalk.13008.664,意外的幸运,思いがけない幸運,意想不到的幸運,Unexpected Luck,뜻밖의 횡재,มีโชคอย่างคาดไม่ถึง,momotalk/13008.yml
04_story_title,剧情标题,MomoTalk.13008.665,短暂的休息,つかの間の休息,極其短暫的休息,A Brief Respite,아주 잠깐의 휴식,ช่วงพักผ่อนสั้นๆ,momotalk/13008.yml
04_story_title,剧情标题,MomoTalk.13008.666,喜欢的包包,お気に入りのバッグ,,,좋은 물건의 기준,,momotalk/13008.yml
04_story_title,剧情标题,MomoTalk.13009.667,今天也要慢悠悠地加油修行,今日も頑張ってうとうと修行,今天也努力的打盹修行,Just Another Lazy Day,오늘도 열심히 꾸벅꾸벅 수행,วันนี้ก็จะตั้งใจทำงานอย่างหนัก,momotalk/13009.yml
04_story_title,剧情标题,MomoTalk.13009.668,椿的修行法：道具篇,ツバキの修行法：道具編,椿的修行法：道具篇,Tsubaki's Training: Tools,츠바키의 수행법 : 도구편,วิธีฝึกฝนของสึบากิ: ใช้อุปกรณ์,momotalk/13009.yml
04_story_title,剧情标题,MomoTalk.13009.669,椿的修行法：实践篇,ツバキの修行法：実践編,椿的修行法：實踐篇,Tsubaki's Training: Practice,츠바키의 수행법 : 실행편,วิธีฝึกฝนของสึบากิ: ลงมือฝึกจริง,momotalk/13009.yml
04_story_title,剧情标题,MomoTalk.13009.670,与和你一起的修行正合适,あなたとの修行にぴったりの,適合和你修行的,The Best Place to Train with You,당신과 함께 수행하기 좋은 곳,สถานที่ที่เหมาะกับการฝึกฝนด้วยกัน,momotalk/13009.yml
04_story_title,剧情标题,MomoTalk.13010.671,消费要有计划性,消費は計画的に,有計劃的消費,Responsible Spending,소비는 계획적으로,วางแผนการใช้จ่าย,momotalk/13010.yml
04_story_title,剧情标题,MomoTalk.13010.672,无法计算的价值,計算できない価値,無法計算的價值,Priceless,계산할 수 없는 가치,มูลค่าที่ประเมินไม่ได้,momotalk/13010.yml
04_story_title,剧情标题,MomoTalk.13010.673,人形计算机,人間計算機,人體計算機,The Human Calculator,인간 계산기,มนุษย์เครื่องคิดเลข,momotalk/13010.yml
04_story_title,剧情标题,MomoTalk.13010.674,睡过头,寝坊,睡過頭,Overslept,늦잠,นอนตื่นสาย,momotalk/13010.yml
04_story_title,剧情标题,MomoTalk.13010.675,扑克脸,ポーカーフェイス,撲克臉,Poker Face,포커페이스,สีหน้าไร้ความรู้สึก,momotalk/13010.yml
04_story_title,剧情标题,MomoTalk.13010.676,心算的女王,暗算の女王,心算女王,The Queen of Mental Arithmetic,암산의 여왕,ราชินีแห่งการคิดในใจ,momotalk/13010.yml
04_story_title,剧情标题,MomoTalk.13011.677,玩家的日常,ゲーマーの日常,玩家的日常,A Gamer's Day,게이머의 일상,ชีวิตประจำวันของเกมเมอร์,momotalk/13011.yml
04_story_title,剧情标题,MomoTalk.13011.678,好剧本的条件,良いシナリオの条件,好劇情的條件,What Makes a Good Story,좋은 시나리오의 조건,เงื่อนไขของเนื้อเรื่องที่ดี,momotalk/13011.yml
04_story_title,剧情标题,MomoTalk.13011.679,桃红色的回忆,ももいろメモリアル,桃色回憶,Momoi Recollection!,모모이 메모리얼!,ความทรงจำของโมโมอิ!,momotalk/13011.yml
04_story_title,剧情标题,MomoTalk.13011.680,桃红色的纪念印章收集,桃色のスタンプラリー,桃色集章活動,Peachy Stamp Rally,복숭아빛 스탬프 랠리,แสตมป์แรลลี่สีพีช,momotalk/13011.yml
04_story_title,剧情标题,MomoTalk.13012.681,悠闲的大搜查线,のん気な大捜査線,悠閒的大搜查線,Relaxed Shakedown,느긋한 대수사선,อาชญากรรมที่ไม่รีบร้อน,momotalk/13012.yml
04_story_title,剧情标题,MomoTalk.13012.682,枪声和氧化锆,銃声とジルコニア,槍聲與氧化鋯,Gunfire and Zirconia,총성과 지르코니아,เสียงปืนและเซอร์โคเนีย,momotalk/13012.yml
04_story_title,剧情标题,MomoTalk.13012.683,射手/双重目标？,ザ・シューター/二大標的？,The Shooter/兩大目標？,Double Target,더블 타겟,ดับเบิ้ล ทาร์เก็ต,momotalk/13012.yml
04_story_title,剧情标题,MomoTalk.13012.684,钢之连结,アイアン・コネクション,Iron Connection,Kindergarten Going Downtown,유치원에 간 경찰,การทัศนศึกษาของเด็กอนุบาล,momotalk/13012.yml
04_story_title,剧情标题,MomoTalk.13013.685,寻找书本的旅程,本を探す旅路,,,책을 찾는 여정,,momotalk/13013.yml
04_story_title,剧情标题,MomoTalk.13013.686,收集书本的缘由,集める理由,,,무언가를 모으는 이유,,momotalk/13013.yml
04_story_title,剧情标题,MomoTalk.13013.687,一生一会的书之庆典,一期一会のブックフェスティバル,,,축제의 현장,,momotalk/13013.yml
04_story_title,剧情标题,MomoTalk.13013.688,被书本所环绕着,本に包まれて,,,약간의 일탈,,momotalk/13013.yml
04_story_title,剧情标题,MomoTalk.13013.689,,忘れがちなものについて,,,기억되지 않는 것들에 대하여,,momotalk/13013.yml
04_story_title,剧情标题,MomoTalk.16000.690,发错了的联络,送信先間違い,錯誤的聯絡,Wrong Number,잘못된 연락,กดผิด,momotalk/16000.yml
04_story_title,剧情标题,MomoTalk.16000.691,会错了的意思,コミュニケーション上の間違い,錯誤的溝通,Miscommunication,잘못된 소통,สื่อสารผิด,momotalk/16000.yml
04_story_title,剧情标题,MomoTalk.16000.692,尚未铸成的错误,間違っていないもの,並非錯誤的事物,Improper Method,잘못된 방식,วิธีผิด,momotalk/16000.yml
04_story_title,剧情标题,MomoTalk.16000.693,搞错了的推测,間違った推測,錯誤的猜測,Wrong Assumption,잘못된 짐작,การคาดเดาที่ผิดพลาด,momotalk/16000.yml
04_story_title,剧情标题,MomoTalk.16000.694,犯错,間違えて,錯誤的地點,Wrong Place,잘못된 장소,ผิดสถานที่,momotalk/16000.yml
04_story_title,剧情标题,MomoTalk.16001.695,我行我素的她,マイペースな彼女,我行我素的她,At Her Own Pace,마이 페이스의 그녀,เด็กสาวสายติสท์,momotalk/16001.yml
04_story_title,剧情标题,MomoTalk.16001.696,偶然的跟踪约会,尾行デートは偶然に,偶然的跟蹤約會,Date Tracking,우연한 미행 데이트,เดตที่เผลอแอบตามโดยไม่ได้ตั้งใจ,momotalk/16001.yml
04_story_title,剧情标题,MomoTalk.16001.697,Maid in Surprise,メイドインサプライズ,Maid in Surprise,The Maid's Surprise,메이드의 깜짝 선물,ของขวัญเซอร์ไพรส์ของเมด,momotalk/16001.yml
04_story_title,剧情标题,MomoTalk.16001.698,坏掉的明日奈,壊れたアスナ,壞掉的明日奈,Asuna 404: Thought not Found,고장난 아스나,อาสึนะเครื่องรวน,momotalk/16001.yml
04_story_title,剧情标题,MomoTalk.16002.699,请听我的说明！,私の説明を聞いてください！,請聽我說明！,Listen Here!,제 설명을 들어요!,ฟังคำอธิบายของฉันก่อนสิคะ!,momotalk/16002.yml
04_story_title,剧情标题,MomoTalk.16002.700,来找我是正确的！,私に尋ねてくれたのは正解です！,問我就對了！,You Came to the Right Place!,그거라면 제대로 찾아오셨습니다!,ถ้าเรื่องนั้น คุณมาถูกที่แล้วล่ะค่ะ!,momotalk/16002.yml
04_story_title,剧情标题,MomoTalk.16002.701,答案是，老师！,正解は、先生のことです！,答案就是老師！,Sensei Is the Answer!,정답은 바로 선생님이에요!,คำตอบก็คือคุณครูยังไงล่ะคะ!,momotalk/16002.yml
04_story_title,剧情标题,MomoTalk.16002.702,准备万全,準備万全,萬全準備,Fully Prepared,준비만전,เตรียมพร้อมเกินร้อย,momotalk/16002.yml
04_story_title,剧情标题,MomoTalk.16002.703,变了形的眼镜,変わった形のメガネ,,,특이한 안경,,momotalk/16002.yml
04_story_title,剧情标题,MomoTalk.16003.704,圣三一的自卫队,トリニティの自警団,三一的自衛隊,Trinity's Vigilante Crew,트리니티의 자경단,กลุ่มรักษาความสงบแห่งทรีนิตี้,momotalk/16003.yml
04_story_title,剧情标题,MomoTalk.16003.705,耀眼得令人目眩,目が眩むほどに輝いて,閃亮到眼冒金星,To Shine So Blindingly,눈이 멀 정도로 빛나게,สว่างเจิดจ้าจนแสบตา,momotalk/16003.yml
04_story_title,剧情标题,MomoTalk.16003.706,闪光弹万能论,閃光弾万能説,閃光彈萬能理論,Almighty Flash Grenade,섬광만능주의,คำเตือน: ระวังแสงสว่าง,momotalk/16003.yml
04_story_title,剧情标题,MomoTalk.16003.707,追逐着光芒,輝きを追いかけて,追逐耀眼光芒,Girl Chases Sparkles,소녀는 반짝임을 쫓는다,เด็กสาวกับดาววิบวับ,momotalk/16003.yml
04_story_title,剧情标题,MomoTalk.16003.708,重要的伙伴,大切なパートナー,重要的夥伴,Special Companions,특별한 동료들,สหายคนพิเศษ,momotalk/16003.yml
04_story_title,剧情标题,MomoTalk.16004.709,侠客气的学生,任侠道の生徒,任俠道的學生,Mob Student,임협학생,นักเรียนผู้รักความยุติธรรม,momotalk/16004.yml
04_story_title,剧情标题,MomoTalk.16004.710,重要的是内容,大事なのは中身,重要的是內在,What's on the Inside,중요한 건 내면,สิ่งสำคัญที่อยู่ภายใน,momotalk/16004.yml
04_story_title,剧情标题,MomoTalk.16004.711,不会结束的夜晚,終わらない夜,無止盡的夜晚,Endless Night,끝나지 않는 밤,ค่ำคืนที่แสนยาวนาน,momotalk/16004.yml
04_story_title,剧情标题,MomoTalk.16004.712,这种时候,こんな時の,現在這時候,At This Time...,이때 이것,สิ่งนี้ ณ เวลานี้,momotalk/16004.yml
04_story_title,剧情标题,MomoTalk.16005.713,说到夏天的海……,夏の海といえば……,說到夏天的海邊……,Summer Siren,여름 바다의 귀신,พรายสาวแห่งทะเลฤดูร้อน,momotalk/16005.yml
04_story_title,剧情标题,MomoTalk.16005.714,夏日海边的嬉戏方式,夏の海での遊び方,於夏天海邊的遊玩方式,Summer Ocean Playtime,여름 바다의 놀이,การเล่นสนุกในฤดูร้อน,momotalk/16005.yml
04_story_title,剧情标题,MomoTalk.16005.715,夏天的海 憧憬 感慨,夏の海 憧憬 感慨,夏季的大海 憧憬 感慨,Summer Ocean Stairs,여름 바다의 계단,ภาพฝันของทะเลฤดูร้อน,momotalk/16005.yml
04_story_title,剧情标题,MomoTalk.16006.716,与泉共度夏天的几种方法,イズミと夏を楽しむ幾つかの方法,泉與享受夏季的數種方法,How a Girl Enjoys Summer,소녀가 여름을 즐기는 방법,วิธีสนุกกับฤดูร้อนของเด็กสาว,momotalk/16006.yml
04_story_title,剧情标题,MomoTalk.16006.717,泉与秘密的调料,イズミと秘密の材料,泉與秘密的材料,A Girl's Secret Ingredient,소녀의 비법 재료,วัตถุดิบลับของเด็กสาว,momotalk/16006.yml
04_story_title,剧情标题,MomoTalk.16006.718,泉与夏日的妖怪,イズミと夏の魔物,泉與夏季的魔物,The Girl Fights with the Ocean,소녀는 그렇게 바다와 싸운다.,การต่อสู้ของเด็กสาวที่ทะเล,momotalk/16006.yml
04_story_title,剧情标题,MomoTalk.16006.719,最棒的（？）避暑,最高の（？）避暑,,,최고의(?) 피서,,momotalk/16006.yml
04_story_title,剧情标题,MomoTalk.16007.720,谎言与误解,嘘と誤解,謊言和誤解,Misunderstandings and Lies,오해와 거짓말,เรื่องเข้าใจผิดกับคำโกหก,momotalk/16007.yml
04_story_title,剧情标题,MomoTalk.16007.721,间歇休息,合間合間に休憩を,斷斷續續的休息,Work Begets Enjoyable Rest,노동은 휴식을 즐긴다,วันพักผ่อนหรรษาของคนทำงาน,momotalk/16007.yml
04_story_title,剧情标题,MomoTalk.16007.722,于白雪之中,雪の中で,於雪中,A Speech in the Snow,눈 속의 연설,คำปราศรัยท่ามกลางหิมะ,momotalk/16007.yml
04_story_title,剧情标题,MomoTalk.16007.723,没有失败，也没有记录,失敗などしてませんし、記録にもありません,並沒有失敗，也沒有記錄,Failure Must Be Eradicated,실패한 기록은 말살해야 한다,บันทึกความล้มเหลวต้องถูกลบหายไป,momotalk/16007.yml
